	strings	type
1398	delayed its completion for	query
1399	delayed to	query
1400	delegated power to	query
1401	delivered	query
1402	delivered films for	query
1403	delivers performance in	query
1404	demonstrated	query
1405	demonstrated versatility with	query
1406	demos for	query
1407	denied	query
1408	denied admission to	query
1409	denotes	query
1410	departed from	query
1411	depended on	query
1412	depicted	query
1413	depicted in	query
1414	depicted in the film as	query
1415	depicted with	query
1416	depicting activities during	query
1417	depicts	query
1418	depicts life of	query
1419	depicts operations of	query
1420	depicts romance between	query
1421	depicts the life of	query
1422	deplored	query
1423	deported	query
1424	deposed	query
1425	deposed by	query
1426	deposed in	query
1427	deposition by	query
1428	deprived by	query
1429	deprived for	query
1430	deputy for	query
1431	deputy head of	query
1432	deputy mayor of	query
1433	deputy to	query
1434	derive	query
1435	derived from	query
1436	derived its name from	query
1437	derived its plot from	query
1438	descendant of	query
1439	descendants include	query
1440	descendants of	query
1441	descended from	query
1442	descends from	query
1443	described	query
1444	described as	query
1445	described as evoking	query
1446	described by	query
1447	described her life for the year of	query
1448	described his policies as	query
1449	described in	query
1450	described rao as	query
1451	described relationship with	query
1452	describes	query
1453	desecrated	query
1454	design was submitted by	query
1455	designated	query
1456	designated as	query
1457	designed	query
1458	designed by	query
1459	designed for	query
1460	designed sets for	query
1461	designed to enhance	query
1462	designed using	query
1463	designs	query
1464	desired to produce	query
1465	desperate to discover	query
1466	destination of	query
1467	destroyed	query
1468	detailed	query
1469	details	query
1470	details the production of	query
1471	developed	query
1472	developed at	query
1473	developed by	query
1474	developed in	query
1475	developed into	query
1476	developing	query
1477	developing and producing projects for	query
1478	develops	query
1479	devised by	query
1480	devolved on	query
1481	devolved upon	query
1482	devoted	query
1483	devoted herself to	query
1484	devoted himself to	query
1485	devoted to	query
1486	diagnosed with	query
1487	diameter	query
1488	did	query
1489	did concerts with	query
1490	did filming and production in	query
1491	did homage to	query
1492	did music direction for	query
1493	did music direction with lyrics by	query
1494	did musical score for	query
1495	did not accept	query
1496	did not achieve	query
1497	did not appear in	query
1498	did not contain	query
1499	did not enter	query
1500	did not formally regain the title of king until	query
1501	did not make another appearance in	query
1502	did not offer to	query
1503	did percussion on	query
1504	did production design for	query
1505	did schooling from	query
1506	did the editing for	query
1507	did the most for the morale of	query
1508	died	query
1509	died aboard	query
1510	died about	query
1511	died after	query
1512	died against	query
1513	died at	query
1514	died at age	query
1515	died at the age of	query
1516	died at the siege of	query
1517	died before	query
1518	died before the restitution  aged	query
1519	died between	query
1520	died childless on	query
1521	died circa	query
1522	died during	query
1523	died during the shoot of	query
1524	died fighting under the leadership of	query
1525	died from	query
1526	died in	query
1527	died in or near	query
1528	died leaving	query
1529	died near	query
1530	died of	query
1531	died on	query
1532	died only a few weeks later after	query
1533	died out	query
1534	died out at the death of	query
1535	died outside	query
1536	died ten days after	query
1537	died under	query
1538	died unmarried in	query
1539	died while covering	query
1540	died with	query
1541	died within a few days of	query
1542	died without	query
1543	directed	query
1544	directed 26 episodes of	query
1545	directed an episode of	query
1546	directed and enacted by	query
1547	directed and produced by	query
1548	directed and written by	query
1549	directed as many	query
1550	directed between	query
1551	directed by	query
1552	directed episode of	query
1553	directed episodes of	query
1554	directed expedition against	query
1555	directed films between	query
1556	directed films for	query
1557	directed films in	query
1558	directed films since	query
1559	directed films starring	query
1560	directed for	query
1561	directed his last film in	query
1562	directed in	query
1563	directed last film in	query
1564	directed more than	query
1565	directed movies between	query
1566	directed over	query
1567	directed primarily in	query
1568	directed productions at	query
1569	directed segment of	query
1570	directed the final episode of	query
1571	directed the web spinoff called	query
1572	directed theatrical productions in	query
1573	directing	query
1574	director and screenwriter of	query
1575	director from	query
1576	director is	query
1577	director of	query
1578	director of photography	query
1579	director s seat given to	query
1580	director to	query
1581	directorial debut with	query
1582	directs	query
1583	directs films in	query
1584	disagreement with	query
1585	disappearance inspired	query
1586	disappeared before	query
1587	disappeared from	query
1588	disappeared from history in	query
1589	disappeared in	query
1590	disbanded in	query
1591	discharges into	query
1592	discontinued paper and ink publication in	query
1593	discover	query
1594	discovered	query
1595	discovered by	query
1596	discovered in	query
1597	discovered on	query
1598	discovered properties of	query
1599	discuss	query
1600	discusses	query
1601	disembarked at	query
1602	disguises himself as	query
1603	disliked	query
1604	dismissed	query
1605	dismissed from	query
1606	dismissed in	query
1607	dismissed on	query
1608	disowned by	query
1609	dispatched	query
1610	dispensation on	query
1611	displayed in	query
1612	disputed with	query
1613	disseminates knowledge on	query
1614	dissertation from	query
1615	dissolved	query
1616	dissolved into	query
1617	distance from central business district	query
1618	distanced himself from	query
1619	distant cousin of	query
1620	distinguished for services in the reign of	query
1621	distributed	query
1622	distributed by	query
1623	distributed in	query
1624	distributed on	query
1625	distributed primarily as	query
1626	distributed through	query
1627	distributed to	query
1628	distributed to subscribers of	query
1629	distribution by	query
1630	distributor of	query
1631	divided	query
1632	divided by	query
1633	divided into	query
1634	divided the country between	query
1635	divided the duchies of	query
1636	divided the duchies with	query
1637	divorced	query
1638	divorced in	query
