	strings	type
1322	1857	query
1323	1857 uprising	query
1324	1858	query
1325	1859	query
1326	1860	query
1327	1860 1930	query
1328	1860s	query
1329	1861	query
1330	1862	query
1331	1865	query
1332	1866	query
1333	1867	query
1334	1870	query
1335	1871	query
1336	1872	query
1337	1876	query
1338	1877 to 1887	query
1339	1879	query
1340	1879 and 1885	query
1341	1879 by election	query
1342	1880	query
1343	1881	query
1344	1882	query
1345	1882 1946	query
1346	1883	query
1347	1884	query
1348	1885	query
1349	1886	query
1350	1887	query
1351	1888	query
1352	1888 1973	query
1353	1889	query
1354	1889 to 1898	query
1355	189	query
1356	1890	query
1357	1891	query
1358	1891 chilean civil war	query
1359	1891 to 1902	query
1360	1892	query
1361	1895	query
1362	1895 1977	query
1363	1896	query
1364	1897	query
1365	1898	query
1366	1898   1946	query
1367	1898 1983	query
1368	1899	query
1369	18th century	query
1370	18th dynasty	query
1371	19	query
1372	19 20 october 1347	query
1373	19 33 in first class cricket	query
1374	19 actors to oscar nominations	query
1375	19 april 1560	query
1376	19 april 1722	query
1377	19 april 1962	query
1378	19 april 2004	query
1379	19 april 2013	query
1380	19 august 1405	query
1381	19 august 1810	query
1382	19 august 1924	query
1383	19 august 1961	query
1384	19 august 1974	query
1385	19 august 1987	query
1386	19 august 1994	query
1387	19 december 1127	query
1388	19 december 1746	query
1389	19 december 1814	query
1390	19 december 1862	query
1391	19 december 1877	query
1392	19 december 1940	query
1393	19 december 1950	query
1394	19 december 1980	query
1395	19 december 1997	query
1396	19 december 2015	query
1397	19 december 844	query
1398	19 february 1376	query
1399	19 february 1505	query
1400	19 february 1725	query
1401	19 february 1959	query
1402	19 february 1970	query
1403	19 february 1998	query
1404	19 films	query
1405	19 international film festivals	query
1406	19 january 1819	query
1407	19 january 1922	query
1408	19 january 1965	query
1409	19 january 1967	query
1410	19 january 1972	query
1411	19 july 1827	query
1412	19 july 1881	query
1413	19 july 1886	query
1414	19 july 1938	query
1415	19 july 1950	query
1416	19 july 1960	query
1417	19 july 1974	query
1418	19 june 1916	query
1419	19 june 1959	query
1420	19 march 1875	query
1421	19 march 1942	query
1422	19 march 1946	query
1423	19 may	query
1424	19 may 1319	query
1425	19 may 1964	query
1426	19 may 1995	query
1427	19 may 2014	query
1428	19 million	query
1429	19 million to murray hill publishing	query
1430	19 november 1417	query
1431	19 november 1625	query
1432	19 november 1758	query
1433	19 november 1879	query
1434	19 november 1979	query
1435	19 october 1335	query
1436	19 october 1582	query
1437	19 october 1662	query
1438	19 october 1935	query
1439	19 october 1964	query
1440	19 october 2012	query
1441	19 october 2017	query
1442	19 september 1925	query
1443	19 september 1939	query
1444	19 september 1971	query
1445	19 september 2012	query
1446	190 shorts	query
1447	1900	query
1448	1901	query
1449	1901 short story amy foster by joseph conrad	query
1450	1902	query
1451	1903	query
1452	1903   1991	query
1453	1904	query
1454	1904  1905 welsh revival	query
1455	1904 novel	query
1456	1905	query
1457	1905 british novel	query
1458	1905 novel	query
1459	1905 was about 70 000	query
1460	1906	query
1461	1907	query
1462	1908	query
1463	1908 summer olympics	query
1464	1909	query
1465	1910	query
1466	1910 2002	query
1467	1910 silent  saved by the flag	query
1468	1910s	query
1469	1911	query
1470	1911 and 1930	query
1471	1912	query
1472	1912   tampes	query
1473	1912 film  robin hood	query
1474	1912 olympics in stockholm	query
1475	1913	query
1476	1913   1916	query
1477	1913 1921	query
1478	1913 and 1922	query
1479	1913 and 1927	query
1480	1913 and 1957	query
1481	1913 novel by baroness emmuska orczy	query
1482	1914	query
1483	1914 1934	query
1484	1914 and 1930	query
1485	1914 and 1941	query
1486	1914 british silent drama film	query
1487	1914 film	query
1488	1914 russian drama film	query
1489	1915	query
1490	1915 1999	query
1491	1915 2001	query
1492	1915 american drama silent film	query
1493	1915 american silent short comedy film	query
1494	1915 and 1937	query
1495	1915 and 1952	query
1496	1915 novel by edgar rice burroughs	query
1497	1915 novel the return of tarzan by edgar rice burroughs	query
1498	1916	query
1499	1916 american drama film	query
1500	1916 american drama film serial	query
1501	1916 american silent drama film	query
1502	1916 american silent short comedy	query
1503	1916 film	query
1504	1916 silent film	query
1505	1917	query
1506	1917 american comedy silent film	query
1507	1917 and 1920	query
1508	1917 and 1928	query
1509	1917 and 1934	query
1510	1917 and 1952	query
1511	1917 australian silent film	query
1512	1917 film	query
1513	1918	query
1514	1918 american serial film	query
1515	1918 american silent action adventure film	query
1516	1918 american silent drama film	query
1517	1918 american silent film	query
1518	1918 and 1932	query
1519	1918 and 1941	query
1520	1918 film	query
1521	1918 version of the operetta	query
1522	1919	query
1523	1919 american crime drama film	query
1524	1919 american mystery film serial	query
1525	1919 american silent drama film	query
1526	1919 and 1957	query
1527	1919 film	query
1528	1919 hungarian drama film	query
1529	1919 swedish drama film	query
1530	1920	query
1531	1920 american comedy film	query
1532	1920 american silent drama film	query
1533	1920 american western silent film	query
1534	1920 film	query
1535	1920 film serial	query
1536	1920 german silent historical drama film	query
1537	1920 play  three live ghosts  by frederic s  isham	query
1538	1920s	query
1539	1921	query
1540	1921 american silent short western romantic drama film	query
1541	1921 and 1925	query
1542	1921 film	query
1543	1921 play	query
1544	1921 stage play	query
1545	1922	query
1546	1922 1969	query
1547	1922 american silent drama film	query
1548	1922 american silent film	query
1549	1922 american western film	query
1550	1922 and 1931	query
1551	1922 british silent drama film	query
1552	1922 broadway play	query
1553	1922 film	query
1554	1922 german silent drama film	query
1555	1922 paramount silent  three live ghosts	query
1556	1923	query
1557	1923 1990	query
1558	1923 american silent comedy film	query
1559	1923 and 1951	query
1560	1923 and 1962	query
1561	1923 and 1968	query
1562	1923 british silent adventure film	query
1563	1923 film	query
1564	1923 silent film	query
1565	1924	query
1566	1924 american northern drama film serial	query
1567	1924 american silent drama film	query
1568	1924 american silent horror film	query
1569	1924 in singapore	query
1570	1924 summer olympics	query
1571	1925	query
1572	1925 american silent romantic comedy film	query
1573	1925 film	query
1574	1925 operetta the vagabond king	query
1575	1925 silent film	query
1576	1925 soviet silent comedy film	query
1577	1926	query
1578	1926 american silent adventure film	query
1579	1926 american silent drama film	query
1580	1926 american silent western film	query
1581	1926 american western silent film	query
1582	1926 and 1949	query
1583	1926 feature film	query
1584	1926 film	query
1585	1926 german film	query
1586	1926 german silent war film	query
1587	1926 novel	query
1588	1926 silent film	query
1589	1927	query
1590	1927 american silent comedy film	query
1591	1927 american silent film	query
1592	1927 and 1954	query
1593	1927 film	query
1594	1927 german silent comedy film	query
1595	1927 german silent film	query
1596	1928	query
1597	1928 american silent drama film	query
1598	1928 american silent film	query
1599	1928 american silent film drama	query
1600	1928 american silent western film	query
1601	1928 film	query
1602	1928 german silent espionage thriller	query
1603	1928 ncaa men s track and field championships	query
1604	1928 novel	query
1605	1928 silent australian film	query
1606	1928 summer olympics	query
1607	1929	query
1608	1929 american part talkie crime drama film	query
1609	1929 british drama film	query
1610	1929 film	query
1611	1929 french silent film	query
1612	1929 novel morning of life	query
1613	1929 part talkie crime drama	query
1614	1929 soviet silent drama film	query
1615	1930	query
1616	1930 and 1942	query
1617	1930 and 2003	query
1618	1930 early talkie pre code comedy film	query
1619	1930 election	query
1620	1930 film	query
1621	1930 german comedy film	query
1622	1930 musical film	query
1623	1930 to 2003	query
1624	1930s	query
1625	1931	query
1626	1931 american pre code comedy film	query
1627	1931 american pre code romantic musical comedy film	query
1628	1931 danish drama	query
1629	1931 film	query
1630	1931 film of the same title	query
1631	1931 german adventure film	query
1632	1931 german drama film	query
1633	1931 german film	query
1634	1931 hindi language musical film	query
1635	1931 novel  the man at the carlton	query
1636	1932	query
1637	1932 american pre code drama film	query
1638	1932 american pre code film	query
1639	1932 american pre code musical comedy film	query
1640	1932 american western film	query
1641	1932 and 1967	query
1642	1932 british comedy film	query
1643	1932 film	query
1644	1932 film girl crazy	query
1645	1932 novel by h c  mcneile	query
1646	1932 roosevelt landslide	query
1647	1932 serial	query
1648	1932 summer olympics	query
1649	1933	query
1650	1933 adaptation	query
1651	1933 american pre code comedy film	query
1652	1933 american pre code drama film	query
1653	1933 american pre code romantic comedy film	query
1654	1933 american pre code satirical musical comedy	query
1655	1933 and 1950	query
1656	1933 and 1964	query
1657	1933 british film	query
1658	1933 broadway play by james hagan	query
1659	1933 film	query
1660	1933 fis nordic world ski championships	query
1661	1933 french italian comedy film	query
1662	1933 german comedy film	query
1663	1933 german film	query
1664	1934	query
1665	1934 american aviation drama film	query
1666	1934 american drama film	query
1667	1934 american film	query
1668	1934 american mystery film	query
1669	1934 american pre code comedy film	query
1670	1934 and 1959	query
1671	1934 and 1970	query
1672	1934 and 1977	query
1673	1934 british thriller film	query
1674	1934 film	query
1675	1934 guggenheim fellow	query
1676	1934 novel  a spy of napoleon	query
1677	1935	query
1678	1935 american comedy film	query
1679	1935 american drama film	query
1680	1935 american film	query
1681	1935 british mystery film	query
1682	1935 film	query
1683	1935 french comedy film	query
1684	1935 german historical film	query
1685	1935 korean film	query
1686	1935 to 1966	query
1687	1936	query
1688	1936 american drama film	query
1689	1936 american film	query
1690	1936 american musical comedy film	query
1691	1936 british crime film	query
1692	1936 british historical drama film	query
1693	1936 british science fiction horror film	query
1694	1936 eiger north face climbing disaster	query
1695	1936 film	query
1696	1936 film drama	query
1697	1937	query
1698	1937 american adventure film	query
1699	1937 american film	query
1700	1937 american mystery film	query
1701	1937 british mystery romance film	query
1702	1937 film	query
1703	1937 french comedy film	query
1704	1937 french release	query
1705	1937 german drama film	query
1706	1937 short black and white documentary film	query
1707	1937 song	query
1708	1938	query
1709	1938 american comedy drama film	query
1710	1938 american drama film	query
1711	1938 and 1968	query
1712	1938 british comedy film	query
1713	1938 film	query
1714	1938 french historical musical film	query
1715	1938 novel la vida in til de pito p rez	query
1716	1938 universal pictures 15   chapter superhero movie serial	query
1717	1939	query
1718	1939 american adventure film	query
1719	1939 american black and white children s comedy drama film	query
1720	1939 american film	query
1721	1939 american mystery film	query
1722	1939 black and white drama film	query
1723	1939 film	query
1724	1939 german drama film	query
1725	1939 play	query
1726	1940	query
1727	1940 action war film	query
1728	1940 american black and white comedy drama film	query
1729	1940 american black and white science fiction movie serial	query
1730	1940 american black and white western film	query
1731	1940 american comedy adventure film	query
1732	1940 american comedy film	query
1733	1940 american drama black and white film	query
1734	1940 american mystery comedy	query
1735	1940 american technicolor drama film	query
1736	1940 film	query
1737	1940 film with the same title	query
1738	1940 serial	query
1739	1940s	query
1740	1941	query
1741	1941 44	query
1742	1941 adaptation	query
1743	1941 american black and white war film	query
1744	1941 american western film	query
1745	1941 american world war ii spy film	query
1746	1941 and 1974	query
1747	1941 fantasy film	query
1748	1941 film	query
1749	1942	query
1750	1942 american horror film	query
1751	1942 american propaganda war film	query
1752	1942 american western	query
1753	1942 british film	query
1754	1942 italian film	query
1755	1942 second world war propaganda film	query
1756	1943	query
1757	1943 44	query
1758	1943 after a court battle	query
1759	1943 film adaptation	query
1760	1944	query
1761	1944 american pseudo documentary film	query
1762	1944 argentine film	query
1763	1944 film	query
1764	1945	query
1765	1945 film	query
1766	1945 novel	query
1767	1946	query
1768	1946 american film noir crime drama	query
1769	1946 film	query
1770	1946 to 1952	query
1771	1947	query
1772	1947 american adventure film	query
1773	1947 american mystery film	query
1774	1947 cannes film festival	query
1775	1947 film	query
1776	1948	query
1777	1948 film	query
